index,id,original_title,genres,keywords,cast,director,combine
3490,576,The Wild Bunch,Adventure Western,underdog robbery bounty hunter texas mexican revolution,William Holden Ernest Borgnine Robert Ryan Edmond O'Brien Warren Oates,Sam Peckinpah,Adventure Western underdog robbery bounty hunter texas mexican revolution William Holden Ernest Borgnine Robert Ryan Edmond O'Brien Warren OatesSam Peckinpah
3491,13990,The Wackness,Drama,coming of age marijuana summer,Ben Kingsley Famke Janssen Josh Peck Olivia Thirlby Mary-Kate Olsen,Jonathan Levine,Drama coming of age marijuana summer Ben Kingsley Famke Janssen Josh Peck Olivia Thirlby Mary-Kate OlsenJonathan Levine
3492,11583,The First Great Train Robbery,Thriller Adventure Drama Crime,public hanging strongbox gold theft british history historic figure,Sean Connery Donald Sutherland Lesley-Anne Down Alan Webb Malcolm Terris,Michael Crichton,Thriller Adventure Drama Crime public hanging strongbox gold theft british history historic figure Sean Connery Donald Sutherland Lesley-Anne Down Alan Webb Malcolm TerrisMichael Crichton
3493,18602,Morvern Callar,Drama,independent film woman director,Samantha Morton Kathleen McDermott James Wilson Dolly Wells Paul Popplewell,Lynne Ramsay,Drama independent film woman director Samantha Morton Kathleen McDermott James Wilson Dolly Wells Paul PopplewellLynne Ramsay
3494,27549,Beastmaster 2: Through the Portal of Time,Action Adventure Fantasy Science Fiction,based on novel time travel sequel psychotronic sword and sandal,Marc Singer Kari Wuhrer Sarah Douglas Wings Hauser Robert Fieldsteel,Sylvio Tabet,Action Adventure Fantasy Science Fiction based on novel time travel sequel psychotronic sword and sandal Marc Singer Kari Wuhrer Sarah Douglas Wings Hauser Robert FieldsteelSylvio Tabet
3495,59728,The 5th Quarter,Drama,american football loss of brother funeral sport prayer,Aidan Quinn Andie MacDowell Ryan Merriman Michael Harding Stacy Earl,Rick Bieber,Drama american football loss of brother funeral sport prayer Aidan Quinn Andie MacDowell Ryan Merriman Michael Harding Stacy EarlRick Bieber
3496,10930,La fleur du mal,Drama,return suppressed past bourgeoisie mayor elections suspense,Beno\u00eet Magimel M\u00e9lanie Doutey Suzanne Flon Bernard Le Coq Nathalie Baye,Claude Chabrol,Drama return suppressed past bourgeoisie mayor elections suspense Beno\u00eet Magimel M\u00e9lanie Doutey Suzanne Flon Bernard Le Coq Nathalie BayeClaude Chabrol
3497,32395,The Greatest,Drama,woman director,Pierce Brosnan Susan Sarandon Carey Mulligan Aaron Taylor-Johnson Johnny Simmons,Shana Feste,Drama woman director Pierce Brosnan Susan Sarandon Carey Mulligan Aaron Taylor-Johnson Johnny SimmonsShana Feste
3498,58882,Snow Flower and the Secret Fan,Drama History,fan duringcreditsstinger,Li Bingbing Jun Ji-hyun Hugh Jackman Vivian Wu Jiang Wu,Wayne Wang,Drama History fan duringcreditsstinger Li Bingbing Jun Ji-hyun Hugh Jackman Vivian Wu Jiang WuWayne Wang
3499,7547,Come Early Morning,Drama Romance,bar motel one-night stand beer blonde,Ashley Judd Laura Prepon Jeffrey Donovan Stacy Keach Scott Wilson,Joey Lauren Adams,Drama Romance bar motel one-night stand beer blonde Ashley Judd Laura Prepon Jeffrey Donovan Stacy Keach Scott WilsonJoey Lauren Adams
3500,35944,Lucky Break,Action Comedy,,James Nesbitt Olivia Williams Timothy Spall Christopher Plummer Bill Nighy,Peter Cattaneo,Action Comedy  James Nesbitt Olivia Williams Timothy Spall Christopher Plummer Bill NighyPeter Cattaneo
3501,42222,Julia,Drama,friends playwright,Jane Fonda Vanessa Redgrave Jason Robards Maximilian Schell Hal Holbrook,Fred Zinnemann,Drama friends playwright Jane Fonda Vanessa Redgrave Jason Robards Maximilian Schell Hal HolbrookFred Zinnemann
3502,13827,"Surfer, Dude",Comedy,surfing sport,Matthew McConaughey Jeffrey Nordling Willie Nelson Woody Harrelson Zachary Knighton,S.R. Bindler,Comedy surfing sport Matthew McConaughey Jeffrey Nordling Willie Nelson Woody Harrelson Zachary KnightonS.R. Bindler
3503,44260,Lake of Fire,Documentary,,Noam Chomsky Bill Baird Flip Benham,Tony Kaye,Documentary  Noam Chomsky Bill Baird Flip BenhamTony Kaye
3504,9282,11:14,Crime Drama Thriller,alcohol sex robbery secret gun,Henry Thomas Blake Heron Barbara Hershey Hilary Swank Clark Gregg,Greg Marcks,Crime Drama Thriller alcohol sex robbery secret gun Henry Thomas Blake Heron Barbara Hershey Hilary Swank Clark GreggGreg Marcks
3505,38940,Men of War,Action Thriller,asia island mercenary independent film jungle,Dolph Lundgren Charlotte Lewis BD Wong Tim Guinee Catherine Bell,Perry Lang,Action Thriller asia island mercenary independent film jungle Dolph Lundgren Charlotte Lewis BD Wong Tim Guinee Catherine BellPerry Lang
3506,35689,Don McKay,Crime Mystery Thriller,independent film,Thomas Haden Church Elisabeth Shue Melissa Leo M. Emmet Walsh Keith David,Jake Goldberger,Crime Mystery Thriller independent film Thomas Haden Church Elisabeth Shue Melissa Leo M. Emmet Walsh Keith DavidJake Goldberger
3507,97614,Deadfall,Crime Drama Thriller,partner murder on the run fugitive crime,Eric Bana Olivia Wilde Charlie Hunnam Patrick Kerton Kris Kristofferson,Stefan Ruzowitzky,Crime Drama Thriller partner murder on the run fugitive crime Eric Bana Olivia Wilde Charlie Hunnam Patrick Kerton Kris KristoffersonStefan Ruzowitzky
3508,37206,A Shine of Rainbows,Drama Family,orphan rainbow,Connie Nielsen Aidan Quinn John Bell Tara Alice Scully Niamh Shaw,Vic Sarin,Drama Family orphan rainbow Connie Nielsen Aidan Quinn John Bell Tara Alice Scully Niamh ShawVic Sarin
3509,58626,The Hit List,Action Thriller,,Cuba Gooding Jr. Cole Hauser Jonathan LaPaglia Ginny Weirick Sean Cook,William Kaufman,Action Thriller  Cuba Gooding Jr. Cole Hauser Jonathan LaPaglia Ginny Weirick Sean CookWilliam Kaufman
3510,183894,Emma,Romance Comedy Drama,,Romola Garai Michael Gambon Jonny Lee Miller Louise Dylan Blake Ritson,Jim O'Hanlon,Romance Comedy Drama  Romola Garai Michael Gambon Jonny Lee Miller Louise Dylan Blake RitsonJim O'Hanlon
3511,837,Videodrome,Horror Mystery Science Fiction,suicide tv show hallucination tv station radio presenter,James Woods Sonja Smits Deborah Harry Peter Dvorsky Jack Creley,David Cronenberg,Horror Mystery Science Fiction suicide tv show hallucination tv station radio presenter James Woods Sonja Smits Deborah Harry Peter Dvorsky Jack CreleyDavid Cronenberg
3512,1555,L'Auberge espagnole,Drama Comedy Romance,paris barcelona spain alcohol roommate single,Romain Duris Audrey Tautou Kelly Reilly C\u00e9cile de France Cristina Brondo,C\u00e9dric Klapisch,Drama Comedy Romance paris barcelona spain alcohol roommate single Romain Duris Audrey Tautou Kelly Reilly C\u00e9cile de France Cristina BrondoC\u00e9dric Klapisch
3513,244783,Song One,Drama,woman director,Anne Hathaway Johnny Flynn Mary Steenburgen Ben Rosenfield Lola Kirke,Kate Barker-Froyland,Drama woman director Anne Hathaway Johnny Flynn Mary Steenburgen Ben Rosenfield Lola KirkeKate Barker-Froyland
3514,16564,Oorlogswinter,Drama History War,netherlands world war ii,Martijn Lakemeier Melody Klaver Yorick van Wageningen Jamie Campbell Bower Raymond Thiry,Martin Koolhoven,Drama History War netherlands world war ii Martijn Lakemeier Melody Klaver Yorick van Wageningen Jamie Campbell Bower Raymond ThiryMartin Koolhoven
3515,168027,Freaky Deaky,Comedy,bomb squad ex-fugitive freaky,Christian Slater Michael Jai White Crispin Glover Billy Burke Breanne Racano,Charles Matthau,Comedy bomb squad ex-fugitive freaky Christian Slater Michael Jai White Crispin Glover Billy Burke Breanne RacanoCharles Matthau
3516,3482,The Train,Action Drama Thriller War,paris france world war ii nazis hijacking of train,Burt Lancaster Paul Scofield Jeanne Moreau Suzanne Flon Michel Simon,John Frankenheimer,Action Drama Thriller War paris france world war ii nazis hijacking of train Burt Lancaster Paul Scofield Jeanne Moreau Suzanne Flon Michel SimonJohn Frankenheimer
3517,135595,Trade Of Innocents,Drama Thriller,,Dermot Mulroney Mira Sorvino John Billingsley Trieu Tran Ki\u1ec1u Chinh,Christopher Bessette,Drama Thriller  Dermot Mulroney Mira Sorvino John Billingsley Trieu Tran Ki\u1ec1u ChinhChristopher Bessette
3518,8982,ต้มยำกุ้ง,Action Crime Drama Thriller,buddhism elephant sydney australia fighter,Tony Jaa Petchtai Wongkamlao Bongkoj Khongmalai Xing Jing Nathan Jones,Prachya Pinkaew,Action Crime Drama Thriller buddhism elephant sydney australia fighter Tony Jaa Petchtai Wongkamlao Bongkoj Khongmalai Xing Jing Nathan JonesPrachya Pinkaew
3519,89861,Stiff Upper Lips,Comedy,italy victorian england young woman,Georgina Cates Peter Ustinov Prunella Scales Samuel West Sean Pertwee,Gary Sinyor,Comedy italy victorian england young woman Georgina Cates Peter Ustinov Prunella Scales Samuel West Sean PertweeGary Sinyor
3520,455,Bend It Like Beckham,Comedy Drama Romance,london england tradition indian lead culture clash immigration,Parminder Nagra Keira Knightley Jonathan Rhys Meyers Anupam Kher Shaheen Khan,Gurinder Chadha,Comedy Drama Romance london england tradition indian lead culture clash immigration Parminder Nagra Keira Knightley Jonathan Rhys Meyers Anupam Kher Shaheen KhanGurinder Chadha
3521,57022,Sunshine State,Drama,independent film,Alan King Angela Bassett Timothy Hutton Mary Steenburgen Clifton James,John Sayles,Drama independent film Alan King Angela Bassett Timothy Hutton Mary Steenburgen Clifton JamesJohn Sayles
3522,14351,Crossover,Action Adventure Drama,street gang black people sport high school sports,Anthony Mackie Marcello Thedford Allen Payne Wesley Jonathan Wayne Brady,Preston A. Whitmore II,Action Adventure Drama street gang black people sport high school sports Anthony Mackie Marcello Thedford Allen Payne Wesley Jonathan Wayne BradyPreston A. Whitmore II
3523,147767,Khiladi 786,Action Comedy,,Akshay Kumar Asin Thottumkal Himesh Reshammiya Mithun Chakraborty Raj Babbar,Ashish R. Mohan,Action Comedy  Akshay Kumar Asin Thottumkal Himesh Reshammiya Mithun Chakraborty Raj BabbarAshish R. Mohan
3524,10664,[REC]²,Thriller Horror,religion and supernatural blood sample occult swat team gas mask,Manuela Velasco Ferran Terraza Claudia Silva Javier Botet Pablo Rosso,Jaume Balaguer\u00f3,Thriller Horror religion and supernatural blood sample occult swat team gas mask Manuela Velasco Ferran Terraza Claudia Silva Javier Botet Pablo RossoJaume Balaguer\u00f3
3525,55567,Standing Ovation,Comedy Music Family,,Kayla Jackson Kayla Raparelli Sal Dupree Al Sapienza Alexis Biesiada,Stewart Raffill,Comedy Music Family  Kayla Jackson Kayla Raparelli Sal Dupree Al Sapienza Alexis BiesiadaStewart Raffill
3526,9277,The Sting,Comedy Crime Drama,chicago bet horse race repayment con man,Paul Newman Robert Redford Robert Shaw Charles Durning Ray Walston,George Roy Hill,Comedy Crime Drama chicago bet horse race repayment con man Paul Newman Robert Redford Robert Shaw Charles Durning Ray WalstonGeorge Roy Hill
3527,9443,Chariots of Fire,Drama History,underdog scotland jewry patriotism olympic games,Ben Cross Ian Charleson Cheryl Campbell Alice Krige Nigel Havers,Hugh Hudson,Drama History underdog scotland jewry patriotism olympic games Ben Cross Ian Charleson Cheryl Campbell Alice Krige Nigel HaversHugh Hudson
3528,16186,Diary of a Mad Black Woman,Comedy Drama Romance,,Kimberly Elise Steve Harris Tyler Perry Shemar Moore Vickie Eng,Darren Grant,Comedy Drama Romance  Kimberly Elise Steve Harris Tyler Perry Shemar Moore Vickie EngDarren Grant
3529,7863,Shine,Drama,letter jumping child prodigy pool pianist,Geoffrey Rush Noah Taylor Armin Mueller-Stahl Justin Braine Sonia Todd,Scott Hicks,Drama letter jumping child prodigy pool pianist Geoffrey Rush Noah Taylor Armin Mueller-Stahl Justin Braine Sonia ToddScott Hicks
3530,138697,Don Jon,Romance Comedy Drama,pornography sex sex addiction male female relationship internet porn,Joseph Gordon-Levitt Scarlett Johansson Julianne Moore Tony Danza Glenne Headly,Joseph Gordon-Levitt,Romance Comedy Drama pornography sex sex addiction male female relationship internet porn Joseph Gordon-Levitt Scarlett Johansson Julianne Moore Tony Danza Glenne HeadlyJoseph Gordon-Levitt
3531,11901,High Plains Drifter,Western,gunslinger desperation outlaw,Clint Eastwood Verna Bloom Marianna Hill Mitchell Ryan Jack Ging,Clint Eastwood,Western gunslinger desperation outlaw Clint Eastwood Verna Bloom Marianna Hill Mitchell Ryan Jack GingClint Eastwood
3532,1548,Ghost World,Comedy Drama,high school friends art class record collector plaster personal ad,Thora Birch Scarlett Johansson Steve Buscemi Brad Renfro Bob Balaban,Terry Zwigoff,Comedy Drama high school friends art class record collector plaster personal ad Thora Birch Scarlett Johansson Steve Buscemi Brad Renfro Bob BalabanTerry Zwigoff
3533,11889,Iris,Drama Romance,based on novel new love love of one's life retiree aging,Judi Dench Jim Broadbent Kate Winslet Hugh Bonneville Penelope Wilton,Richard Eyre,Drama Romance based on novel new love love of one's life retiree aging Judi Dench Jim Broadbent Kate Winslet Hugh Bonneville Penelope WiltonRichard Eyre
3534,33155,Galaxina,Comedy Science Fiction,android harley davidson cryogenics space travel love,Dorothy Stratten Stephen Macht Avery Schreiber Lionel Mark Smith J.D. Hinton,William Sachs,Comedy Science Fiction android harley davidson cryogenics space travel love Dorothy Stratten Stephen Macht Avery Schreiber Lionel Mark Smith J.D. HintonWilliam Sachs
3535,5528,Les Choristes,Drama,penalty choir diary musical boy's choir,G\u00e9rard Jugnot Fran\u00e7ois Berl\u00e9and Kad Merad Jean-Paul Bonnaire Marie Bunel,Christophe Barratier,Drama penalty choir diary musical boy's choir G\u00e9rard Jugnot Fran\u00e7ois Berl\u00e9and Kad Merad Jean-Paul Bonnaire Marie BunelChristophe Barratier
3536,321,Mambo Italiano,Comedy Romance,gay father son relationship sex italo-american lovesickness,Luke Kirby Ginette Reno Paul Sorvino Mary Walsh Peter Miller,\u00c9mile Gaudreault,Comedy Romance gay father son relationship sex italo-american lovesickness Luke Kirby Ginette Reno Paul Sorvino Mary Walsh Peter Miller\u00c9mile Gaudreault
3537,4997,Wonderland,Crime Drama Mystery Thriller,robbery junkie investigation porno star murder,Val Kilmer Dylan McDermott Kate Bosworth Josh Lucas Lisa Kudrow,James Cox,Crime Drama Mystery Thriller robbery junkie investigation porno star murder Val Kilmer Dylan McDermott Kate Bosworth Josh Lucas Lisa KudrowJames Cox
3538,925,Do the Right Thing,Drama,black people italo-american police brutality sun glasses culture clash,Danny Aiello Ossie Davis Ruby Dee Richard Edson Giancarlo Esposito,Spike Lee,Drama black people italo-american police brutality sun glasses culture clash Danny Aiello Ossie Davis Ruby Dee Richard Edson Giancarlo EspositoSpike Lee
3539,27451,Harvard Man,Drama,gambling sex college basketball mafia,Sarah Michelle Gellar Adrian Grenier Joey Lauren Adams Eric Stoltz Rebecca Gayheart,James Toback,Drama gambling sex college basketball mafia Sarah Michelle Gellar Adrian Grenier Joey Lauren Adams Eric Stoltz Rebecca GayheartJames Toback
3540,73532,Le Havre,Drama Comedy,poverty policeman shoe shiner northern france,Andr\u00e9 Wilms Kati Outinen Blondin Miguel Elina Salo Evelyne Didi,Aki Kaurism\u00e4ki,Drama Comedy poverty policeman shoe shiner northern france Andr\u00e9 Wilms Kati Outinen Blondin Miguel Elina Salo Evelyne DidiAki Kaurism\u00e4ki
3541,979,Irréversible,Drama Thriller Crime Mystery,paris prostitute rape sex nudity,Monica Bellucci Vincent Cassel Albert Dupontel Jo Prestia Philippe Nahon,Gaspar No\u00e9,Drama Thriller Crime Mystery paris prostitute rape sex nudity Monica Bellucci Vincent Cassel Albert Dupontel Jo Prestia Philippe NahonGaspar No\u00e9
3542,193722,R100,Comedy Drama,dominatrix bdsm,Nao Omori Mao Daichi Shinobu Terajima Hairi Katagiri Eriko Sat\u00f4,Hitoshi Matsumoto,Comedy Drama dominatrix bdsm Nao Omori Mao Daichi Shinobu Terajima Hairi Katagiri Eriko Sat\u00f4Hitoshi Matsumoto
3543,7913,Rang De Basanti,Drama,new delhi india students' movement war of independence student celebration,Aamir Khan Soha Ali Khan Alice Patten Sharman Joshi Kunal Kapoor,Rakeysh Omprakash Mehra,Drama new delhi india students' movement war of independence student celebration Aamir Khan Soha Ali Khan Alice Patten Sharman Joshi Kunal KapoorRakeysh Omprakash Mehra
